taxonomicName,popularityRating,commonNames
Althaea cannabina,,Cannabis Sylvestris
Althaea ficifolia,,Chatmi
Althaea officinalis,,"Marshmallow,Hatmi,Khatmah,Usubeni-Tati-Aoi,Malvavisco,Khitmi,Altea,Iviscus,Mallow,Wild,Ghasul"
Althaea pallida,,Marshamallow
Althaea rosea,,"Wu K'Uei Hwa,Gulhatmi,Shu K'Uei,Malva Real,Jung K'Uei"
Althaea sp,,nan
Altingia chingii,,nan
Altingia excelsa,,Mala
Altingia gracilipes,,nan
Altingia sp,,Storax
Alvaradoa amorphoides,,nan
Alvaradoa sp,,nan
Alysicarpus glumaceus,,Nir Murri
Alysicarpus vaginalis,,nan
Alysicarpus zeyheri,,nan
Alyssum maritimum,,Mastuerzo Maritimo
Alyssum spinosum,,Pendejo
Alyxia lucida,,nan
Alyxia olivaeformis,,nan
Alyxia spp.,,Pulasari
Alyxia stellata,,nan
Amaracarpus solomonensis,,nan
Amaralia sherbourniae,,nan
Amaranthus bidentata,,nan
Amaranthus blitum,,Baqlat Iamania
Amaranthus cruentus,,nan
Amaranthus dubius,,"Epinard Marron,Zepina,Bledo"
Amaranthus gangeticus,,Bayam
Amaranthus gracilis,,nan
Amaranthus hybridus,,nan
Amaranthus hypochondriacus,,Horozobigi
Amaranthus muricatus,,"Yuyo Del Orin,Hierba Meona"
Amaranthus oleraceus,,Amaranta Du Soudan
Amaranthus palmeri,,"Pigweed,nan"
Amaranthus paniculatus,,nan
Amaranthus quitensis,,nan
Amaranthus retroflexus,,Pigweed
Amaranthus sp,,"Hsien,nan"
Amaranthus sp.,,"Bajem,Bayam"
Amaranthus spinosis,,nan
Amaranthus spinosus,,"Bayam hutam,Bajem Doeri,Parietaire A Piquant,Bayam duri,Kanak kanak pukul lendir"
Amaranthus tricolor,,nan
Amaranthus viridis,,Bledo
Amaryllis belladonna,,nan
Amberboa divaricata,,nan
Amberboi ramosa,,nan
Amblyolepis setigera,,nan
Ambrosia ambrosioides,,nan
Ambrosia artemesiaefolia,,nan
Ambrosia artemisiaefolia,,nan
Ambrosia artemisiifolia,,nan
Ambrosia confortiflora,,nan
Ambrosia confortifolia,,nan
Ambrosia cumanensis,,nan
Ambrosia elatior,,nan
Ambrosia hispida,,nan
Ambrosia maritima,,nan
Ambrosia paniculata,,nan
Ambrosia peruviana,,nan
Ambrosia psilotstachya,,nan
Ambrosia sp,,Ragweed
Amburana cearensis,,nan
Amelanchier alnifolia,,nan
Amelanchier arborea,,nan
Amelanchier bartramiana,,nan
Amelanchier canadensis,,nan
Amelanchier humilis,,nan
Amelanchier laevis,,nan
Amelanchier ovalis,,Guillomo
Amethystanthus japonicus,,Hiki-Okosi
Amianthium muscaetoxicum,,Staggergrass
Ammannia baccifera,,"Rigl Hamamah,nan"
Ammannia senegalensis,,nan
Ammi copticum,,"Dipyaka,Ameos"
Ammi majus,,"Rindomolo,Grosse Knorpelmohre,Ameo Bastardo,Ammi Commun,Khillah,Ghurair,Akkerscherm,Ameus"
Ammi visnaga,,"Khaizaran,Busnaga,Biznaga,Viznaga,Khillah,Pick Toothh,Bisnaga Das Searas,Khellakraut,Anmi"
Ammodaucus leucotrichus,,nan
Amomum aromaticum,,nan
Amomum cardamom,,Cardamomum
Amomum cardamomum,,nan
Amomum coccineum,,Puar cacing
Amomum compactum,,nan
Amomum costatum,,nan
Amomum dealbatum,,hanggasa
Amomum globosum,,nan
Amomum gracile,,"Ela-ela,Serkkom"
Amomum granum-paradisi,,Amomum
Amomum hochreutineri,,Kihitir
Amomum kepulaga,,"Puar laga,Puar,Kepulaga,Pelaga"
Amomum krervanh,,nan
Amomum krevanh,,nan
Amomum melegueta,,"Poivre Maniguette,Cardamone"
Amomum sp,,nan
Amomum squarrosum,,Puar tadah embun
Amomum subulatum,,nan
Amomum uliginosum,,Puar hijau
Amomum villosum,,"Ch'Un Sha Hua,Yang Ch'Un Sha"
Amomum xanthioides,,"So Sha Mi,Tavoy cardamom"
Amoora aphanamixis,,nan
Amoora rohitaka,,"Creeper,Rohita"
Amorphophallus campanulatus,,"Kembang bangah,Soeweg,Saranah"
Amorphophallus konjac,,Chu Jo
Amorphophallus konjak,,"Jo T'Ou,Chu Jo,Kuei Yu,Kuei T'Ou"
Amorphophallus montanus,,nan
Amorphophallus rivieri,,nan
Amorphophallus sp,,nan
Amorphophallus sylvatica,,nan
Amorphophallus trilobatus,,nan
Ampelocissus acapulcensis,,nan
Ampelocissus latifolia,,nan
Ampelocissus ochracea,,nan
Ampelocissus tomentosa,,nan
Ampelopsis brevipedunculata,,nan
Ampelopsis heterophylla,,nan
Ampelopsis indica,,nan
Ampelopsis japonica,,Byaku-Ren(Kagami-Gusa)
Ampelopsis serianaefolia,,Pai Lien
Ampelozizyphus amazonicus,,nan
Amphicome emodi,,nan
Amsinckia intermedia,,Tarweed
Amygdalus communis,,nan
Amylotheca insularum,,nan
Amyris balsamifera,,"Guaconejo,nan"
Amyris bata,,Mirra
Amyris elemifera,,Gum Elemi
Amyris hafa,,Smyrna
Anacampseros arachnoides,,nan
Anacardium excelsum,,Espave
Anacardium occidentale,,"Jambu monyet,Jocote Maranon,Cashew,Noix D'Acajou,Acajoiba,Alcayoiba,Amerikan Elmasi,Caju,Gajus,Maranon,Jambu mete,Pomme,Cacajuil,Acajou,Anacarde,Pomme Cajou,Pomme Acajou,Anacardier,Cajou,Cajuil,Cajueiro,Jambu golok,Jambu,Acajou A Pomme,Acaju,Anacardo,Jambu terong,Merey"
Anacyclus officinarum,,"Piretron,Alman Pireotu,nan"
Anacyclus pyrethrum,,"Nezleotu,Pyrethrum"
Anacyclus valentinus,,nan
Anadenanthera peregrina,,nan
Anadendrum montanum,,"Akar segunja,Akar meroyan sembang,nan"
Anagallis arvensis,,"Kirmizi Farekulagi,Anagallide,Ain Al Jamal,Ruri-Hakobe,Murajes,Adhan Al Far,Scarlet Pimpernel,Sichan Qulaghi"
Anagallis coerulea,,Mavi Farekulagi
Anagallis phoenicea,,Murwe Do Timps
Anagyris foetida,,"Domuzdikeni,Kharrub Al Khinzeer,Hediondo,Anagyros"
Anamirta cocculus,,"Balikotu,Peron,Toeba bidji"
Anamirta paniculata,,nan
Ananas comosus,,"Ananas,Nanas,Z'Ananas,Pina,Ainunnas,Ananasso,Pinha,Ganas,Aainnunas,Fichtenapfel,Pineapple,Sola"
Anaphalis adnata,,nan
Anaphalis margaritacea,,Cudweed
Anaphalis neelgerryana,,nan
Anastatica hierochuntica,,Akar patimah
Anaxagorea scortechinii,,Sekobang kechil
Anchusa azurea,,Lengua De Buey
Anchusa italica,,"Lsan Al Thor,Ward Laan Al Thor,Quzu Dili"
Anchusa officinalis,,"Sigiidili,Buglos,Lingua Bovina,nan"
Anchusa strigosa,,Lsan Al Thor
Ancistrocladus extensus,,"Jenjulong akar,Akar julong hitar"
Ancistrocladus hamatus,,nan
Ancylanthos fulgidus,,nan
Andira araroba,,"Goabaum,Bahia Powdertree,Ararobaboom,Po De Bahia,Goa,Araroba,Angelin,Goa Tree"
Andira galeottiana,,nan
Andira inermis,,nan
Andira stipulacea,,nan
Andira vermifuga,,nan
Andrachne aspera,,Lubainah
Andrachne cordifolia,,nan
Androcymbium gramineum,,nan
Androcymbium longipes,,nan
Andrographis paniculata,,"Vizra Ufar,Nain Chanvandi,Sadilata,Takila,Bidara,Sambilata,Carmantina,Kariyat"
Andropogon ischaemum,,nan
Andropogon laniger,,Squinantum
Andropogon schoenanthus,,Bhutikya
Andropogon schoenus,,Palea Camelorum
Andropogon virginicus,,nan
Aneilema aequinoctiale,,nan
Aneilema beninense,,nan
Aneilema lineolatum,,Pokok mati hidup(life-kill. pl
Aneilema sp,,nan
Anemarrhena asphodelioides,,nan
Anemarrhena asphodeloides,,"Ti Shen,Chih Mu,Lien Mu,Huo Mu"
Anemone canadensis,,nan
Anemone cernua,,"Pai T'Ou Weng,nan"
Anemone chinensis,,nan
Anemone coronaria,,nan
Anemone hepatica,,"Leverurt,Erba Trinita,Hepatica,Leverkruid,Hierba Del Higado,Hepatique,Liverwort,Leberkraut,Trebol Dorado"
Anemone hupehensis,,nan
Anemone japonica,,nan
Anemone multifida,,nan
Anemone nemorosa,,"Nemorosa,Herbe Du Cancer,Anemona De Los Prados,Anemone,Wood,Ormanlalesi"
Anemone obtusiloba,,nan
Anemone palmata,,Hierba Centella
Anemone patens,,nan
Anemone pratensis,,Ruzgarcicegi
Anemone pulsatilla,,"Pulsatila,Kuchenschelle"
Anemone quinquefolia,,"Anemone,Wood"
Anemone sp,,"Windflower,nan"
Anemone virginiana,,"Anemone,Tall,nan"
Anemone vitifolia,,nan
Anemonopsis californica,,nan
Anemopaegma mirandum,,nan
Anemopsis californica,,"Yerba Mansa,nan"
Anethum graveloens,,Inondo
Anethum graveolens,,"Sadhab Al Barr,Inondo,Hinojo,Dereotu,Habbat Helwah,Datli Boyana,Eneldo,Baston Do Diale,Catahva,Inojo"
Anethum sowa,,"Indian Dill,nan"
Angadenia lindeniana,,nan
Angelica acutiloba,,Toki
Angelica acutilobavar.iwatensis,,Miyama-Toki
Angelica anomala,,"Pai Chih,Fu Li,Pai Chih Hsiang,Fang Hsiang,Pai Ch'Ih,Tse Fen"
Angelica archangelica,,"Angelica,Melekotu,Angerika,Engelwurz,Ch'Ien Tu"
Angelica atropurpurea,,Purplestem Angelica
Angelica breweri,,nan
Angelica dahurica,,Yoroi-Gusa
Angelica decursiva,,"Nodake,Ch'Ien Hu,nan"
Angelica glabra,,nan
Angelica glauca,,nan
Angelica grosserrata,,nan
Angelica koreana,,nan
Angelica polymorpha,,nan
Angelica polymorpha?,,Tang Kuei
Angelica pubescens,,nan
Angelica rosaefolia,,nan
Angelica silvestris,,"Wald Brustwurz,Wild Angelica,Engelique Des Bois,Wilde Engelwortel,Angelica Selvatica"
Angelica sinensis,,"Dan Gui,Dang Gui"
Angelica sp,,Tu Kuan Ts'Ao
Angelica sylvestris,,"Angelique De Bois,Angelika"
Angelica tenuisima,,nan
Angelica uchiyamai,,nan
Angelonia angustifolia,,nan
Angelonia salicariaefolia,,nan
Angiopteris amboinensis,,"Pakoe ajer,Pakoe besar"
Angiopteris evecta,,Paku gajah (eleph. {giant} fer
Angiopteris fokiensis,,nan
Angraecum falcata,,Feng Lan
Anguria umbrosa,,nan
Anhalonium lewinii,,"Peyotl,Mescal"
Aniba canelilla,,nan
Anisacanthus wrightii,,nan
Anisochilus carnosus,,nan
Anisomeles indica,,"Bandotan,Iler-ileran"
Anisomeles malabarica,,nan
Anisophyllea disticha,,"Kaju pachat,Ribu-ribu,Pokok kanchil,Rambai ayam"
Anisophyllea pomifera,,nan
Anisosperma passiflora,,nan
Anisotes trisulcus,,nan
Annona ambotay,,nan
Annona cherimola,,"Cherimoya,Chirimoya,Custard Apple"
Annona cherimolia,,Cachiment La Chine
Annona cherimoya,,Cachiman La Chine
Annona chrysophylla,,nan
Annona dioica,,nan
Annona glabra,,"Corossol Marron,Anon De Rio,Baga"
Annona marcgravii,,nan
Annona muricata,,"Nangka blanda,Corossolier,Nangka londa,Durian benggala,Toge-Banreisi,Guanabana,Guanavana"
Annona nana,,nan
Annona purpurea,,nan
Annona reticulata,,"Buah Nona,Kluwa,Corazon,Binoewa,Mamon,Cachiment Coeur Boeuf,Malowa,Nona kapri,Kanowa,Nona,Manowa,Ram Phal,Ochsenherz Apfel,Lonang,Cachiman,Petit Corossol,Bullock'S Heart"
Annona senegalensis,,nan
Annona silvestris,,"Araticum Do Mato,nan"
Annona spinescens,,nan
Annona spraguei,,nan
Annona squamosa,,"Shurifa,Srikaya,Candongo,Cachiman Canelle,Cachiment Cenelle,Cachiman,Zuckerapfel,Surikaya,Serkaya,Anon,Pomme De Canelle,Custard Apple,Sugar Apple,Pommier De Canelle,Sweetsop,Kaneelappel,Cachiment Cannelle,Pomme-Cannelle"
Anoda cristata,,nan
Anoda triangularis,,nan
Anogeissus latifolia,,nan
Anogeissus leiocarpus,,nan
Anogeissus schimperi,,nan
Anotis hirsuta,,nan
Anplectrum annulatum,,Kayu mata hari
Anplectrum divaricatum,,"Sandudok halus,Akar keremunting"
Anplectrum glaucum,,"Sendudok kaya,Kayu merak (peacock wood),Sendudok rimblah,Sendudok akar"
Anredera scandens,,"Malabato,Yedra Del Pais,nan"
Anredera vesicaria,,nan
Antennaria dioica,,"Pie De Gato,nan"
Antennaria plantaginifolia,,nan
Antennaria rosea,,nan
Anthemis arvensis,,"Amarusca,Manzanilla Silvestre,Manzanilla Bastarda,Fausse Camomille,Acker Hundskamille"
Anthemis cotula,,"Amarusca,Dog Fennel,Stinking Chamomile,Manzanilla Hedionda,Hunds Kamille,Stinkende Kamille,Macela Fetida,Wild Chamomile,Camomille Puante,Cotula Foetida,Cotula Fetida"
Anthemis nobilis,,"Rumi Papatya,Maythe,Babunah,Alman Papatyasi,Chamomile,Camomile,Babunj"
Anthemis tinctoria,,Mawth
Anthemis wiedemanniana,,nan
Anthericum fasciculatum,,nan
Anthericum triflorum,,nan
Anthocephalus cadamba,,"Kelampayan,Kadamba"
Anthocephalus chinensis,,nan
Anthocephalus indicus,,nan
Anthocleista nobilis,,nan
Antholyza paniculata,,nan
Anthoxanthum ecklonii,,nan
Anthoxanthum odoratum,,"Kokulu Yonca,Gramade Olor,Flores De Feno"
Anthriscus cerecolium,,Chervil
Anthriscus cerefolium,,"Perifollo,Yabani Maydanoz,Cierfouye,Cerefolium,Khalai I Khalil"
Anthriscus silvestris,,Yabani Frenk Maydanozu
Anthriscus sylvestre,,nan
Anthriscus sylvestris,,"Eppich,Wilde,Syaku,Kerbel"
Anthurium acutangulum,,nan
Anthurium crassinervium,,nan
Anthurium infectorium,,nan
Anthurium oxycarpum,,nan
Anthurium palmatum,,nan
Anthurium scandens,,nan
Anthurium scherzerianum,,nan
Anthurium sp,,nan
Anthurium tessmannii,,nan
Anthyllis vulneraria,,"Yaraotu,Vulneraria"
Antiaris africana,,nan
Antiaris toxicaria,,"Anchar,Upasr,Upas Tree"
Antidesma bunius,,nan
Antidesma diandrum,,nan
Antidesma henryi,,nan
Antidesma montanum,,"Konyam pasir,Ande-ande,Wunen,Gunchiak"
Antidesma phanerophlebium,,nan
Antidesma praegrandifolium,,nan
Antidesma pulvinatum,,nan
Antidesma sp,,nan
Antidesma venosum,,nan
Antigonon leptopus,,Belle Mexicaine
Antipathes grandis,,nan
Antirhea coriacea,,nan
Antirrhinum cymbalaria,,Zilotu
Antirrhinum elatine,,"Soldino,Velvote,Spieslowenrache"
Antirrhinum majus,,"Lisan As Sabe,Vak Vak Cicegi,Aslan Aghazi,Anf Ath Thor,Dragon,Grognon D'Via,Halq As Sabe,Snapdragon"
Antirrhinum orontium,,"Danaburnu,Gallinaccia,Lesser Snapdragon,Feld Lowenmaul,Muflier Orontium,Akker Leeuwenbekje,Pantouf Di Notre Dame"
Antonia ovata,,nan
Apama corymbosa,,"Soler.,Akar djoelang  boekit,Akar julong bukit,Tinjau binti"
Apama tomentosa,,"Singa depa,Kaneb,Serenkong,Singa dapur"
Apeiba tibourbou,,nan
Aphanamixis polystachya,,nan
Aphanes arvensis,,Alquimila Arvense
Aphania sp,,nan
Aphelandra squarrosa,,nan
Apios americana,,Earthnut
Apium graveolens,,"Krafus,Kereviz,Apio,Han Ch'In,Rabano,Karawez,Ch'In Ts'Ai,Celeri,Celeri Marron,Apit Bord,Celery,Wood Marche,Ch'In,Celeri Des Jardins"
Apium nodiflorum,,"Marshwort,Cresson Batard,Water Eppe,Wassermerk,Sio,Parsnip,Water"
Apium sp,,Kerefs
Aplectrum hyemale,,nan
Apocynum androsaemifolium,,"Amerikanischer,Vliegenwurger,Spreading Dogbane,Chanvre Du Canada,Dogbane,Canadian Hemp"
Apocynum cannabinum,,"Hint Keneviri,Dogbane"
Apocynum venetum,,Tse Ch'I
Apodanthera smilacifolia,,nan
Aporocactus flagelliformis,,nan
Aporusa lindleyana,,nan
Aporusa sp.,,Sebasah
Apostasia nuda,,"Menkuang tikus,Kenching pelandok,Pokok pelampas budak"
Appunia seibertii,,nan
Aquilaria agallocha,,"Chan Hsiang,Chen Xiang,Chi Ku Hsiang,Huang Shu Hsiang,Ch'En Hsiang,Ch'Ing Kuei Hsiang,Ma T'I Hsiang,Aguru,Lignum Aloes"
Aquilaria sinensis,,nan
Aquilaria sp.,,"Gaharu,Kayu gaharu lempong"
Aquilegia canadensis,,nan
Aquilegia chrysantha,,nan
Aquilegia flabellata,,Odamaki
Aquilegia formosa,,nan
Aquilegia skinneri,,nan
Aquilegia vulgaria,,Aguilena
Aquilegia vulgaris,,"Hasekikupesi,Columbine,Akelei,Amerika-Odamaki"
Arachis hypogaea,,"Ful Sudany,Pistache,Kachang china (China bean),Arachides,Cacahuete,Yerfistigi,Fisteq Abeed,Peanut,Mani"
Aralia chinensis,,nan
Aralia continetalis,,Udo
Aralia cordata,,"Udo,T'U Tang Kuei"
Aralia elata,,Tara-No-Ki
Aralia nudicaulis,,"Yabani Saparna,Spikenard"
Aralia racemosa,,Yabani Saparna
Aralia spinosa,,Hercule'S Club
Aralidium pinnatifidum,,"Balai,Sebalai,Tingal balai,Tentulang"
Araucaria imbricata,,nan
Araujia sericifera,,nan
Arbutus menziesii,,nan
Arbutus unedo,,"Koca Yemis,Djina,Madrono"
Arcangelisia flava,,"Tuba flava,Daun bulan,Peron"
Arcangelisia sp,,nan
Arceuthobium cryptopodum,,nan
Archangelica actaeifolium,,nan
Archangelisia flava,,nan
Archibaccharis mucronata,,nan
Archytaea vahlii,,Riang-riang
Arctium lappa,,"Arqityon,Niu P'Ang Tzu,Gobo,Dulavratotu,Waisar,Burdock Blood,Lampazo Mayor,Ta Li Tzu,Niu Ts'Ai,Shu Nien,Kuang Mu Hsiang,Wu Shih,Bardana,Burdock,Kewe"
Arctium minus,,"Burdock Blood,Lamparo,Lampazo Menor,Kleine Klette,Burdock,Small Burdock,Bardana"
Arctopus echinatus,,nan
Arctostaphylos arguta,,nan
Arctostaphylos glauca,,nan
Arctostaphylos nevadensis,,nan
Arctostaphylos pungens,,nan
Arctostaphylos tomentosa,,nan
Arctostaphylos uva-ursi,,"Gayuba,Ayiuzumu"
Arctostaphylos uvaursi,,nan
Arctotis sp,,nan
Arcypteris difformis,,"Paku andam,Paku siar"
Ardisia colorata,,"Mata pelandok,Meranting,Sumpoh lumpok"
Ardisia cornudentata,,nan
Ardisia crassa,,Pokok pelandok paya
Ardisia crenata,,nan
Ardisia crispa,,"Mata ayam,Mata pelendok,Mata kuching,Sirey puyoh (Quail's betel),Akar beluloh"
Ardisia fuliginosa,,Getah ajag
Ardisia japonica,,Ping Di Mu
Ardisia laevigata,,nan
Ardisia littoralis,,Rempenai
Ardisia odontophylla,,"Pasal,Sumpuh lumpok"
Ardisia oxyphylla,,"Temuras,Mata itek (Duck's eye)"
Ardisia pyramidalis,,nan
Ardisia quinquegona,,nan
Ardisia ridleyi,,Lutut ayam (Fowl's knee-point)
Ardisia solanacea,,nan
Ardisia sp,,nan
Ardisia sp.,,"Sireh puyuh,Nerum,Kacham,Sireh padang,Semban ayer,Sireh nyireh,Asam kumbang"
Ardisia villosa,,"Mata pelandok gajah,Seluntas orang tinggi,Kayu unggu bisa,Pogo segureh"
Areca catachu,,Betel Nut
Areca catechu,,"Ping Lang,Ta Fu Tzu,Bluk,Pinang,Chohang,Wohan,Fufal Agaci,Batang majang,Jambe,Poea,Kramuka,Bing Lang"
Arecastrum romanzoffianum,,nan
Arenaria peploides,,Sea Chickweed
Arenaria rubra,,Kirmizi Remilotu
Arenaria serpyllifolia,,nan
Arenaria sp,,nan
Arenga pinnata,,"Aren,Lirang,Nandung,Toewak,Bak djoek"
Arenga tremula,,nan
Arethusa bulbosa,,nan
Arethusa japonica,,nan
Arfeuillea arborescens,,Kong Kar Duead
Argemone glauca,,"Prickly Poppy,Puakala"
Argemone gracilenta,,nan
Argemone intermedia,,"Prickly Poppy,nan"
Argemone mexicana,,"Cardo Santo,Cardosanto,Chardon,Bherband,Chardon A Fleurs Jaunes,Lao Shu Le,Chardon Beni,Chadron Beni,Chandron A Fleurs Jaunes,Chardon Fleurs Jaunes,Argemone Du Mexique,Poppy,Mexican,Poppy,Prickly,Thistle,Gamboge,Chokh,Thistle,Yellow,Deruju,Chicallotl,Prickly Poppy,Argemone,Ne,Poppy,Thistle"
Argemone ochroleuca,,Chicaolte
Argemone platyceras,,Cardosanto
Argemone subfusiformis,,nan
Argithamnia heterantha,,nan
Argostemma klossii,,Sumpu kering
Argyreia aggregata,,nan
Argyreia arborea,,nan
Argyreia capitata,,nan
Argyreia fulgens,,nan
Argyreia maingayi,,"Akar terong-terong,Akar bungah butang,Akar kelupus"
Argyreia malabarica,,nan
Argyreia mollis,,"Tulupan,Butetulupan"
Argyreia nervosa,,"Liane A Minguet,Coup D'Air"
Argyreia rubicunda,,Akar saga molek
Argyreia speciosa,,Coup D'Air
Ariocarpus fissuratus,,nan
Ariocarpus retusus,,nan
Arisaema amurense,,Tian Nan Xing
Arisaema consanguineum,,Tian Nan Xing
Arisaema dracontium,,nan
Arisaema heteroiphyllum,,Tian Nan Xing
Arisaema heterophyllum,,nan
Arisaema japonicum,,Mamusi-Gusa
Arisaema libatum,,Mimigata-Ten-Nansho
Arisaema pentaphyllum,,Ban Ha
Arisaema ringens,,"Yu Po,Musasi-Abumi"
Arisaema sp,,Jack-In-The-Pulpit
Arisaema sp.,,nan
Arisaema speciosum,,nan
Arisaema ternatipartitum,,Mituba-Ten-Nansho
Arisaema thunbergii,,"Hu Chang,nan"
Arisaema tortuosum,,nan
Arisaema tosaense,,Ao-Ten-Nansho
Arisaema triphyllum,,"Indian Turnip,Aronknolle,Arum,Indian Onion"
Arisaema urashima,,Urasima-So
Arisarum vulgare,,"Arisaro,Aaron,Iarus"
Aristea alata,,nan
Aristolochia albida,,nan
Aristolochia anguicda,,nan
Aristolochia anguicida,,nan
Aristolochia antihysterica,,nan
Aristolochia arborescens,,nan
Aristolochia argentina,,nan
Aristolochia baetica,,"Clematitis,Aristoloquia Betica"
Aristolochia barbata,,nan
Aristolochia bracteata,,nan
Aristolochia brasiliensis,,nan
Aristolochia brevipes,,nan
Aristolochia chamissonia,,Milhomens
Aristolochia chamissonis,,Milhomens
Aristolochia chapmaniana,,nan
Aristolochia chilensis,,nan
Aristolochia clematitis,,"Birthwort,Smearwort,Uzun Logusaotu,Clematitide,Aristolochia"
Aristolochia contorta,,nan
Aristolochia cordiflora,,nan
Aristolochia cordigera,,nan
Aristolochia cretica,,"Aristolochia,nan"
Aristolochia cymbifera,,"Guaco,Erva Bicha,Brezilya Logusaotu"
Aristolochia daemoninoxia,,Boyari
Aristolochia debilis,,nan
Aristolochia foetida,,nan
Aristolochia glaucescens,,nan
Aristolochia grandiflora,,nan
Aristolochia indica,,nan
Aristolochia kaempferi,,nan
Aristolochia longa,,"Aristologia,Aristolochia,Long Aristolochia,Holwort,Birthwort,Aristoloquia Larga,Zirawend"
Aristolochia maurorum,,"Mareska,Zarawand,Qurtluja"
Aristolochia maxima,,nan
Aristolochia mexicana,,Aristoloquia
Aristolochia mollissima,,nan
Aristolochia mycteria,,nan
Aristolochia odoratissima,,Hoehoetzontecomatl
Aristolochia pallida,,Round Aristolochia
Aristolochia pardina,,nan
Aristolochia parviflora,,Cassau
Aristolochia pentandra,,nan
Aristolochia petersiana,,Dutchman'S Pipe
Aristolochia philippensis,,nan
Aristolochia pistolochia,,Pistoloquia
Aristolochia quercetorum,,nan
Aristolochia recurvilabra,,"Hsiao Yuan Shu,Wu Shu,Yuan Shu,Yun Shu,Sheng Shu,Pai Shu,Tung Shu,P'Ing Shu,Tu Hsing Ken,Ch'Ing Mu Hsiang"
Aristolochia reticulata,,"Serpentery,Snakeroot,Texas Snakeroot,nan"
Aristolochia ringens,,nan
Aristolochia rotunda,,"Aristoloquia Redonda,Yuvarlak Logusaotu,Birthwort"
Aristolochia rugosa,,nan
Aristolochia rumphii,,nan
Aristolochia sempervirens,,Long Birthwort
Aristolochia serpentaria,,"Virjinya Logusaotu,Snakeroot"
Aristolochia sp,,nan
Aristolochia sp.,,"Tali gorita,Roetoe-roetoe"
Aristolochia subclausa,,Tlacopatli
Aristolochia tagala,,"Akar ketola hutan,Puyan,Akar ara bukit"
Aristolochia taliscana,,nan
Aristolochia triangularis,,nan
Aristolochia trilobata,,nan
Aristolochia warmingii,,nan
Aristolochia westlandi,,nan
Aristotelia chilensis,,Maqui
Aristotelia serrata,,nan
Armeria maritima,,Denizsazi
Armeria vulgaris,,"Engels Gras,Clavel Silvestre"
Armoracia lapathifolia,,Rabano Rusticana
Armoracia rusticana,,"Bayirturpu,Horseradish"
Arnebia nobilis,,nan
Arnica fulgens,,Arnica
Arnica montana,,"Arnica,Dagtutunu,nan"
Aromadendron elegans,,"Ultup-ultup,Lung-lung"
Aronia melanocarpa,,nan
Aronia prunifolia,,nan
Arracacia aegopodioides,,Pipitzatli
Arracacia atropurpurea,,nan
Arracacia xanthorrhiza,,"Afio,Apio"
Arrhenatherum elatius,,"Tortero,Bottongrass"
Artabotrys odoratissimus,,nan
Artabotrys suaveolens,,"Akar chenana,nan"
Artemisia abrotanum,,"Pelinagaci,Ch'Ing Hao,Southernwood"
Artemisia absinthium,,"Pelin,Niga-Yomogi,Ajenjo,Feuilles Ameres,Wormswood,Ajenjo Oficial,Absinthe"
Artemisia absinthum,,"Absinthe,nan"
Artemisia afra,,nan
Artemisia afre,,nan
Artemisia annua,,"Ts'Ao Hao,Ch'Ou Hao,Huang Hua Hao,Kuso-Ninzin"
Artemisia apiacea,,"Ch'Ing Hao,Hsiang Hao,Yeh Chu Hua"
Artemisia arborescens,,"Ajenjo Moruno,Mugwort"
Artemisia argyi,,nan
Artemisia australia,,nan
Artemisia australis,,nan
Artemisia campestris,,"Sheeh,Roter Beifuss,Escobilla Parda,Feld Beifuss,Rode Bijvoet,Wilde Averuit,Armoise Champetre,Beifuss,Abrotano Femmina,Mugwort,Boja,Field Southernwood"
Artemisia cana,,nan
Artemisia capillaris,,"Yin Ch'En,Yin Ch'En Chiu,Kawara-Yomogi,Shih Yin Ch'En,In Chen,Yin Ch'En Hao"
Artemisia carvifolia,,nan
Artemisia cina,,"Horasani,Centonique,nan"
Artemisia dracunculus,,"Tarhun,Tagantes"
Artemisia filicifolia,,nan
Artemisia filifolia,,nan
Artemisia frigida,,"Berg Salbei,Mountain Sage"
Artemisia gnaphalodes,,nan
Artemisia granatensis,,Manzanilla Real
Artemisia herba-alba,,Ontina
Artemisia japonica,,"Ch'I T'Ou Hao,Mou Hao,Wei"
Artemisia judaica,,nan
Artemisia keiskiana,,"An Lu,Fu Lu"
Artemisia laxa,,nan
Artemisia ludoviciana,,nan
Artemisia maciverae,,nan
Artemisia maritima,,"Sea Wormswood,Ajenjo Marino,Deniz Pelini,Yomogi"
Artemisia mendozana,,nan
Artemisia mexicana,,nan
Artemisia mutellina,,"Armoise Des Alpes,Genipi Bianci"
Artemisia persica,,nan
Artemisia pontica,,"Yavsanotu,Roman Wormswood"
Artemisia princeps,,Yomogi
Artemisia sacrorum,,nan
Artemisia siversiana,,nan
Artemisia sp,,nan
Artemisia spicata,,Mugwort
Artemisia spinescens,,Sagebrugh
Artemisia stelleriana,,"Pai Hao,Lu,Fan"
Artemisia tenuifolia,,Small Absinthe
Artemisia tridentata,,nan
Artemisia unalaskensis,,nan
Artemisia vallesiaca,,Armoise Du Valais
Artemisia vellesiaca,,Genipi Femmina
